id,modify_timestamp,database_name,orig_id,orig_table,type,value1,value2,value3,value4,value5,value6,value7,date_value,client,env,create_timestamp,entry_timestamp,updated_timestamp
13304,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Failed,14:35:52,143552,2016-02-04,1,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-02-05 07:01:58.920000000,2016-02-05 07:01:58.920000000
13305,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Failed,07:18:54,71854,2016-01-27,2,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-28 07:01:55.740000000,2016-01-28 07:01:55.740000000
13306,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Failed,10:23:00,102300,2016-01-25,3,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-26 07:01:43.340000000,2016-01-26 07:01:43.340000000
13307,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Failed,16:34:10,163410,2016-01-23,4,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-24 07:01:19.653000000,2016-01-24 07:01:19.653000000
13308,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Cancelled,00:26:05,2605,2016-01-22,5,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-22 14:00:45.577000000,2016-01-22 14:00:45.577000000
13309,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Failed,07:31:44,73144,2016-01-21,6,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-21 20:00:34.177000000,2016-01-21 20:00:34.177000000
13310,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Failed,10:57:47,105747,2016-01-15,7,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-16 07:01:12.950000000,2016-01-16 07:01:12.950000000
13311,2016-02-11 10:08:12.240000000,CCCN Nightly Job DEV,,job duration history,Cancelled,02:28:27,22827,2016-01-14,8,,,,,CCCN,DEV,2016-02-11 10:08:12.240000000,2016-01-14 16:00:41.797000000,2016-01-14 16:00:41.797000000
13312,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,04:46:26,44626,2016-02-10,1,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-11 07:01:36.727000000,2016-02-11 07:01:36.727000000
13313,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,05:11:01,51101,2016-02-09,2,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-10 07:01:20.433000000,2016-02-10 07:01:20.433000000
13314,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,04:36:43,43643,2016-02-08,3,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-09 07:02:31.323000000,2016-02-09 07:02:31.323000000
13315,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,04:20:37,42037,2016-02-07,4,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-08 07:00:45.367000000,2016-02-08 07:00:45.367000000
13316,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,11:29:52,112952,2016-02-06,5,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-07 08:00:28.313000000,2016-02-07 08:00:28.313000000
13317,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,06:31:33,63133,2016-02-05,6,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-06 07:01:19.910000000,2016-02-06 07:01:19.910000000
13318,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Success,05:46:45,54645,2016-02-04,7,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-05 07:01:58.920000000,2016-02-05 07:01:58.920000000
13319,2016-02-11 10:08:12.240000000,CCCN Nightly Job PRD,,job duration history,Failed,10:28:35,102835,2016-02-03,8,,,,,CCCN,PRD,2016-02-11 10:08:12.240000000,2016-02-04 07:01:51.923000000,2016-02-04 07:01:51.923000000
13320,2016-02-11 10:08:12.240000000,CCCN Nightly Job UAT,,job duration history,Success,16:21:00,162100,2016-02-10,1,,,,,CCCN,UAT,2016-02-11 10:08:12.240000000,2016-02-10 18:00:52.553000000,2016-02-10 18:00:52.553000000
12897,2015-12-10 00:00:00,VCA_WAREHOUSE_PRD,222516,version history,v4.9.1,-1,,,,,,,2016-02-11 00:00:00,VCA,PRD,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
12898,2015-12-18 00:00:00,UCF_WAREHOUSE_PRD,222517,version history,v4.9.1,-1,,,,,,,2016-02-11 00:00:00,UCF,PRD,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13321,2016-02-11 10:08:12.240000000,CCCN Nightly Job UAT,,job duration history,Success,13:53:22,135322,2016-02-09,2,,,,,CCCN,UAT,2016-02-11 10:08:12.240000000,2016-02-09 15:01:01.383000000,2016-02-09 15:01:01.383000000
13322,2016-02-11 10:08:12.240000000,CCCN Nightly Job UAT,,job duration history,Success,19:45:16,194516,2016-02-08,3,,,,,CCCN,UAT,2016-02-11 10:08:12.240000000,2016-02-08 21:00:27.217000000,2016-02-08 21:00:27.217000000
10988,2016-02-11 08:11:50.660000000,ACP_WAREHOUSE_DEV,,measures and periods, Mo 16; Q 15; Q 16; TOTAL; TY 15; TY 16; Wk 15; Wk 16; Yr 15; Yr 16, 1; 3; 1; 21; 5; 2; 5; 2; 1; 1, Mo 15; Yr 14, 2015-11-26; 2016-01-25, 1TOTAL MEASURES; ACO; HEDIS, 69; 25; 44,,,2016-02-05 00:00:00,ACP,DEV,2016-02-11 08:11:50.660000000,2016-02-11 08:11:50.690000000,2016-02-11 08:11:50.690000000
13033,2015-11-17 00:00:00,AHP_WAREHOUSE_UAT,222504,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-06 00:00:00,AHP,UAT,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13034,2015-11-13 00:00:00,ACP_WAREHOUSE_DEV,222505,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-18 00:00:00,ACP,DEV,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13035,2015-11-11 00:00:00,FHN_WAREHOUSE_DEV,222506,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-05 00:00:00,FHN,DEV,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13036,2015-11-25 00:00:00,CHPW_WAREHOUSE_UAT,222507,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-06 00:00:00,CHPW,UAT,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13037,2015-12-04 00:00:00,CHPW_WAREHOUSE_QA,222508,version history,v4.9.0-rc.3,-3,,,,,,,2015-12-15 00:00:00,CHPW,QA,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13038,2015-11-17 00:00:00,XCLS_WAREHOUSE_UAT,222509,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-18 00:00:00,XCLS,UAT,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13039,2015-11-12 00:00:00,VCA_WAREHOUSE_DEV,222510,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-05 00:00:00,VCA,DEV,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13040,2015-11-25 00:00:00,VCA_WAREHOUSE_QA,222511,version history,v4.9.0-rc.3,-3,,,,,,,2015-12-09 00:00:00,VCA,QA,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13041,2015-12-01 00:00:00,VCA_WAREHOUSE_UAT,222512,version history,v4.9.0-rc.3,-3,,,,,,,2016-02-11 00:00:00,VCA,UAT,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13042,2015-11-11 00:00:00,UCF_WAREHOUSE_DEV,222513,version history,v4.9.0-rc.3,-3,,,,,,,2016-01-05 00:00:00,UCF,DEV,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13043,2016-01-15 00:00:00,STW_WAREHOUSE_UAT,222514,version history,v4.9.1,-1,,,,,,,2016-02-11 00:00:00,STW,UAT,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13044,2016-01-12 00:00:00,STW_WAREHOUSE_QA,222515,version history,v4.9.1,-1,,,,,,,2016-02-11 00:00:00,STW,QA,2016-02-11 10:06:15.580000000,2016-02-11 10:06:16.297000000,2016-02-11 10:06:16.297000000
13070,2016-01-05 12:45:40.883000000,UCF_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.9.2,Branch name (tag) for core repository,12,,,,,2016-01-05 12:45:40.883000000,UCF,DEV,2016-01-05 12:45:40.883000000,2016-02-11 10:06:37.980000000,2016-02-11 10:08:12.073000000
13071,2016-01-15 16:53:06.720000000,STW_WAREHOUSE_UAT,3,dbo.config,ScmRevision,10437a184ce94f138ee49a7c383f1b28dc9d4e02,Client Repository SHA commit,,,,,,2016-01-15 16:53:06.720000000,STW,UAT,2016-01-15 16:53:06.720000000,2016-02-11 10:06:39.680000000,2016-02-11 10:08:12.073000000
13072,2016-01-15 16:52:01.647000000,STW_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2016-01-15 16:52:01.647000000,STW,UAT,2016-01-15 16:52:01.647000000,2016-02-11 10:06:39.680000000,2016-02-11 10:08:12.073000000
13073,2016-01-21 16:18:04.793000000,STW_WAREHOUSE_QA,3,dbo.config,ScmRevision,cc7059237ab238ceaef1acbba5e89b90cdf3bb8c,Client Repository SHA commit,,,,,,2016-01-21 16:18:04.793000000,STW,QA,2016-01-21 16:18:04.793000000,2016-02-11 10:06:41.850000000,2016-02-11 10:08:12.073000000
13074,2016-01-12 15:10:31.350000000,STW_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2016-01-12 15:10:31.350000000,STW,QA,2016-01-12 15:10:31.350000000,2016-02-11 10:06:41.850000000,2016-02-11 10:08:12.073000000
13075,2015-12-17 17:49:59.287000000,STW_WAREHOUSE_PRD,3,dbo.config,ScmRevision,10437a184ce94f138ee49a7c383f1b28dc9d4e02,Client Repository SHA commit,,,,,,2015-12-17 17:49:59.287000000,STW,PRD,2015-12-17 17:49:59.287000000,2016-02-11 10:06:42,2016-02-11 10:08:12.073000000
13076,2015-12-17 17:48:51.693000000,STW_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.9.0,Branch name (tag) for core repository,10,,,,,2015-12-17 17:48:51.693000000,STW,PRD,2015-12-17 17:48:51.693000000,2016-02-11 10:06:42,2016-02-11 10:08:12.073000000
13077,2016-01-26 18:31:38.917000000,SLVTN_WAREHOUSE_UAT,3,dbo.config,ScmRevision,b3f14336b6212a9cafe2137fc63a1d296ab60ced,Client Repository SHA commit,,,,,,2016-01-26 18:31:38.917000000,SLVTN,UAT,2016-01-26 18:31:38.917000000,2016-02-11 10:06:44.253000000,2016-02-11 10:08:12.073000000
13078,2016-01-22 16:16:05.923000000,SLVTN_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.9.3,Branch name (tag) for core repository,13,,,,,2016-01-22 16:16:05.923000000,SLVTN,UAT,2016-01-22 16:16:05.923000000,2016-02-11 10:06:44.253000000,2016-02-11 10:08:12.073000000
13079,2016-01-26 16:05:13.117000000,SLVTN_WAREHOUSE_QA,3,dbo.config,ScmRevision,b3f14336b6212a9cafe2137fc63a1d296ab60ced,Client Repository SHA commit,,,,,,2016-01-26 16:05:13.117000000,SLVTN,QA,2016-01-26 16:05:13.117000000,2016-02-11 10:06:46.757000000,2016-02-11 10:08:12.073000000
13080,2016-01-20 20:38:30.523000000,SLVTN_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.9.3,Branch name (tag) for core repository,13,,,,,2016-01-20 20:38:30.523000000,SLVTN,QA,2016-01-20 20:38:30.523000000,2016-02-11 10:06:46.757000000,2016-02-11 10:08:12.073000000
13081,2016-01-28 16:05:52.310000000,SLVTN_WAREHOUSE_PRD,3,dbo.config,ScmRevision,43e3333e843044fb6940e28874bc5f100bc38afd,Client Repository SHA commit,,,,,,2016-01-28 16:05:52.310000000,SLVTN,PRD,2016-01-28 16:05:52.310000000,2016-02-11 10:06:46.910000000,2016-02-11 10:08:12.073000000
13082,2016-01-28 15:18:29.863000000,SLVTN_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.9.3,Branch name (tag) for core repository,13,,,,,2016-01-28 15:18:29.863000000,SLVTN,PRD,2016-01-28 15:18:29.863000000,2016-02-11 10:06:46.910000000,2016-02-11 10:08:12.073000000
13083,2016-01-19 20:52:55.947000000,SLVTN_WAREHOUSE_DEV,3,dbo.config,ScmRevision,b3f14336b6212a9cafe2137fc63a1d296ab60ced,Client Repository SHA commit,,,,,,2016-01-19 20:52:55.947000000,SLVTN,DEV,2016-01-19 20:52:55.947000000,2016-02-11 10:06:48.590000000,2016-02-11 10:08:12.073000000
13084,2016-01-19 20:11:20.020000000,SLVTN_WAREHOUSE_DEV,26,dbo.config,coreRevision,v4.9.3,Branch name (tag) for core repository,13,,,,,2016-01-19 20:11:20.020000000,SLVTN,DEV,2016-01-19 20:11:20.020000000,2016-02-11 10:06:48.590000000,2016-02-11 10:08:12.073000000
13085,2015-08-04 16:58:11.400000000,ONPT_WAREHOUSE_DEV,3,dbo.config,ScmRevision,3830aaaa7cf9336a98b49fbf85267acc86a99428,The build version (ie. 4791),,,,,,2015-08-04 16:58:11.400000000,ONPT,DEV,2015-08-04 16:58:11.400000000,2016-02-11 10:06:49.687000000,2016-02-11 10:08:12.073000000
13086,2015-08-04 16:53:58.467000000,ONPT_WAREHOUSE_DEV,25,dbo.config,coreRevision,v4.7.1,Source control revision for core repository,5,,,,,2015-08-04 16:53:58.467000000,ONPT,DEV,2015-08-04 16:53:58.467000000,2016-02-11 10:06:49.687000000,2016-02-11 10:08:12.073000000
13087,2014-05-21 12:28:13.940000000,ONPOINT_WAREHOUSE_QA,3,dbo.config,ScmRevision,AZR,The build version (ie. 4791),,,,,,2014-05-21 12:28:13.940000000,ONPOINT,QA,2014-05-21 12:28:13.940000000,2016-02-11 10:06:51.710000000,2016-02-11 10:08:12.073000000
13088,2014-05-21 12:28:13.940000000,ONPOINT_WAREHOUSE_PRD,3,dbo.config,ScmRevision,AZR,The build version (ie. 4791),,,,,,2014-05-21 12:28:13.940000000,ONPOINT,PRD,2014-05-21 12:28:13.940000000,2016-02-11 10:06:52.387000000,2016-02-11 10:08:12.073000000
13089,2015-08-19 15:01:55.323000000,MEMS_WAREHOUSE_UAT,3,dbo.config,ScmRevision,9b9cd2091c6215d2f791c049e0f4d57e78759fe3,Client Repository SHA commit,,,,,,2015-08-19 15:01:55.323000000,MEMS,UAT,2015-08-19 15:01:55.323000000,2016-02-11 10:06:54.620000000,2016-02-11 10:08:12.073000000
13090,2015-08-19 15:01:26.973000000,MEMS_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.8.0-rc.8,Branch name (tag) for core repository,7,,,,,2015-08-19 15:01:26.973000000,MEMS,UAT,2015-08-19 15:01:26.973000000,2016-02-11 10:06:54.620000000,2016-02-11 10:08:12.073000000
13091,2015-08-18 16:36:25.187000000,MEMS_WAREHOUSE_QA,3,dbo.config,ScmRevision,9b9cd2091c6215d2f791c049e0f4d57e78759fe3,Client Repository SHA commit,,,,,,2015-08-18 16:36:25.187000000,MEMS,QA,2015-08-18 16:36:25.187000000,2016-02-11 10:06:57.310000000,2016-02-11 10:08:12.073000000
13092,2015-08-18 16:35:07.247000000,MEMS_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.8.0-rc.8,Branch name (tag) for core repository,7,,,,,2015-08-18 16:35:07.247000000,MEMS,QA,2015-08-18 16:35:07.247000000,2016-02-11 10:06:57.310000000,2016-02-11 10:08:12.073000000
13093,2015-08-20 15:54:38.967000000,MEMS_WAREHOUSE_PRD,3,dbo.config,ScmRevision,9b9cd2091c6215d2f791c049e0f4d57e78759fe3,Client Repository SHA commit,,,,,,2015-08-20 15:54:38.967000000,MEMS,PRD,2015-08-20 15:54:38.967000000,2016-02-11 10:06:57.447000000,2016-02-11 10:08:12.073000000
13094,2015-08-20 15:53:52.447000000,MEMS_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.8.0-rc.8,Branch name (tag) for core repository,7,,,,,2015-08-20 15:53:52.447000000,MEMS,PRD,2015-08-20 15:53:52.447000000,2016-02-11 10:06:57.447000000,2016-02-11 10:08:12.073000000
13095,2015-07-28 15:24:13.713000000,LVLC_WAREHOUSE_QA,3,dbo.config,ScmRevision,11092f6ac08194857fbb53f3a3601c37cdf52de6,The build version (ie. 4791),,,,,,2015-07-28 15:24:13.713000000,LVLC,QA,2015-07-28 15:24:13.713000000,2016-02-11 10:06:59,2016-02-11 10:08:12.073000000
13096,2015-07-28 15:23:16.883000000,LVLC_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.6.4-rc.5,Source control revision for core repository,3,,,,,2015-07-28 15:23:16.883000000,LVLC,QA,2015-07-28 15:23:16.883000000,2016-02-11 10:06:59,2016-02-11 10:08:12.073000000
13097,2015-06-11 13:32:48.683000000,LVLC_WAREHOUSE_DEV,3,dbo.config,ScmRevision,11092f6ac08194857fbb53f3a3601c37cdf52de6,The build version (ie. 4791),,,,,,2015-06-11 13:32:48.683000000,LVLC,DEV,2015-06-11 13:32:48.683000000,2016-02-11 10:07:01.110000000,2016-02-11 10:08:12.073000000
13098,2015-06-11 13:31:48.600000000,LVLC_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.6.4-rc.5,Source control revision for core repository,3,,,,,2015-06-11 13:31:48.600000000,LVLC,DEV,2015-06-11 13:31:48.600000000,2016-02-11 10:07:01.110000000,2016-02-11 10:08:12.073000000
13099,2015-11-16 14:48:50.247000000,LHCQF_WAREHOUSE_QA,3,dbo.config,ScmRevision,056ac0ea41955845619cc22eef83f7e6687307ed,Client Repository SHA commit,,,,,,2015-11-16 14:48:50.247000000,LHCQF,QA,2015-11-16 14:48:50.247000000,2016-02-11 10:07:02.640000000,2016-02-11 10:08:12.073000000
13100,2015-11-16 14:46:53.883000000,LHCQF_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.8.2,Branch name (tag) for core repository,8,,,,,2015-11-16 14:46:53.883000000,LHCQF,QA,2015-11-16 14:46:53.883000000,2016-02-11 10:07:02.640000000,2016-02-11 10:08:12.073000000
13101,2016-01-08 15:46:13.053000000,LHCQF_WAREHOUSE_PRD,3,dbo.config,ScmRevision,0025d71bbd7cc7173657733542fd171271883ab6,Client Repository SHA commit,,,,,,2016-01-08 15:46:13.053000000,LHCQF,PRD,2016-01-08 15:46:13.053000000,2016-02-11 10:07:02.690000000,2016-02-11 10:08:12.073000000
13102,2016-01-08 15:31:45.323000000,LHCQF_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2016-01-08 15:31:45.323000000,LHCQF,PRD,2016-01-08 15:31:45.323000000,2016-02-11 10:07:02.690000000,2016-02-11 10:08:12.073000000
13103,2015-10-23 14:19:32.087000000,FHN_WAREHOUSE_UAT,3,dbo.config,ScmRevision,b2432aeac2771be136fb289064858dc44c2eb936,Client Repository SHA commit,,,,,,2015-10-23 14:19:32.087000000,FHN,UAT,2015-10-23 14:19:32.087000000,2016-02-11 10:07:04.463000000,2016-02-11 10:08:12.073000000
13204,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,01:12:42,11242,2016-02-05,1,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-05 12:01:40.933000000,2016-02-05 12:01:40.933000000
13205,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,03:44:21,34421,2016-02-05,2,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-05 16:00:30.837000000,2016-02-05 16:00:30.837000000
13206,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,00:27:37,2737,2016-02-05,3,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-05 11:00:58.280000000,2016-02-05 11:00:58.280000000
13207,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Failed,06:14:00,61400,2016-02-05,4,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-05 22:00:18.677000000,2016-02-05 22:00:18.677000000
13208,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,00:04:55,455,2016-02-03,5,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-03 18:00:35.580000000,2016-02-03 18:00:35.580000000
13209,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,02:05:37,20537,2016-02-03,6,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-03 18:00:35.580000000,2016-02-03 18:00:35.580000000
13210,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,00:25:51,2551,2016-02-02,7,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-02 07:01:43.910000000,2016-02-02 07:01:43.910000000
13211,2016-02-11 10:08:12.240000000,ACP Nightly Job DEV,,job duration history,Cancelled,00:09:35,935,2016-02-02,8,,,,,ACP,DEV,2016-02-11 10:08:12.240000000,2016-02-02 07:01:43.910000000,2016-02-02 07:01:43.910000000
13212,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Success,00:28:27,2827,2016-02-11,1,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-11 07:01:36.727000000,2016-02-11 07:01:36.727000000
13213,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Success,00:29:27,2927,2016-02-05,2,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-05 07:01:58.920000000,2016-02-05 07:01:58.920000000
13214,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Success,00:29:01,2901,2016-02-03,3,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-03 16:01:24.513000000,2016-02-03 16:01:24.513000000
13215,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Success,00:29:27,2927,2016-02-02,4,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-02 07:01:43.910000000,2016-02-02 07:01:43.910000000
13216,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Success,00:43:06,4306,2016-02-02,5,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-02 17:01:39.410000000,2016-02-02 17:01:39.410000000
13217,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Cancelled,00:02:05,205,2016-02-02,6,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-02 16:00:28.820000000,2016-02-02 16:00:28.820000000
13218,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Success,00:28:14,2814,2016-02-02,7,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-02-02 07:01:43.910000000,2016-02-02 07:01:43.910000000
13219,2016-02-11 10:08:12.240000000,ACP2 Nightly Job DEV,,job duration history,Failed,00:32:45,3245,2016-01-29,8,,,,,ACP2,DEV,2016-02-11 10:08:12.240000000,2016-01-29 16:00:36.090000000,2016-01-29 16:00:36.090000000
13220,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Failed,06:38:17,63817,2016-02-10,1,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-11 07:01:36.727000000,2016-02-11 07:01:36.727000000
13221,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Failed,01:40:17,14017,2016-02-09,2,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-09 19:00:28.117000000,2016-02-09 19:00:28.117000000
13222,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Cancelled,01:20:39,12039,2016-02-09,3,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-09 17:00:39.470000000,2016-02-09 17:00:39.470000000
13223,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Cancelled,02:11:41,21141,2016-02-09,4,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-09 14:01:53.343000000,2016-02-09 14:01:53.343000000
13224,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Failed,09:09:21,90921,2016-02-04,5,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-05 07:01:58.920000000,2016-02-05 07:01:58.920000000
13225,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Failed,10:48:11,104811,2016-02-04,6,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-05 10:00:45.917000000,2016-02-05 10:00:45.917000000
13226,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Failed,07:24:33,72433,2016-02-02,7,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-02 20:01:35.230000000,2016-02-02 20:01:35.230000000
13227,2016-02-11 10:08:12.240000000,AHP Nightly Job DEV,,job duration history,Cancelled,02:10:13,21013,2016-02-02,8,,,,,AHP,DEV,2016-02-11 10:08:12.240000000,2016-02-02 13:00:37.170000000,2016-02-02 13:00:37.170000000
13228,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Failed,05:46:20,54620,2016-02-10,1,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-11 07:01:36.727000000,2016-02-11 07:01:36.727000000
13229,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Failed,04:32:30,43230,2016-02-09,2,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-10 07:01:20.433000000,2016-02-10 07:01:20.433000000
13230,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Failed,12:32:40,123240,2016-02-08,3,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-08 14:00:32.147000000,2016-02-08 14:00:32.147000000
13231,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Failed,15:51:41,155141,2016-02-08,4,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-09 14:01:53.343000000,2016-02-09 14:01:53.343000000
13232,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Failed,07:22:30,72230,2016-02-05,5,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-05 09:00:58.047000000,2016-02-05 09:00:58.047000000
13233,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Success,06:02:22,60222,2016-02-03,6,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-03 08:00:29.350000000,2016-02-03 08:00:29.350000000
13234,2016-02-11 10:08:12.240000000,AHP Nightly Job UAT,,job duration history,Success,01:46:56,14656,2016-02-03,7,,,,,AHP,UAT,2016-02-11 10:08:12.240000000,2016-02-03 13:00:42.913000000,2016-02-03 13:00:42.913000000
